id,word,frequency,pos
64499,shadowrun,214520,96
64500,oestrogen,214514,96
64501,gyration,214507,96
64502,kiplinger,214504,96
64503,caesarean,214503,96
64504,alderney,214494,96
64505,findley,214493,96
64506,sunpentown,214492,96
64507,sigourney,214480,96
64508,ewg,214478,96
64509,seidman,214456,96
64510,furosemide,214452,96
64511,sdlc,214449,96
64512,sindhi,214423,96
64513,anorexic,214410,86
64514,hayworth,214406,100
64515,proedros,214405,96
64516,bushfire,214392,96
64517,accomm,214387,96
64518,krutch,214382,96
64519,ches,214382,96
64520,wella,214375,96
64521,pathfinders,214370,92
64522,moretti,214349,96
64523,aks,214342,96
64524,loquax,214339,96
64525,rugova,214338,96
64526,diltiazem,214337,96
64527,redland,214330,96
64528,phpwebsite,214318,92
64529,rigour,214312,92
64530,terje,214310,96
64531,reshuffle,214309,96
64532,powersearch,214309,96
64533,dorfman,214309,96
64534,trombones,214307,92
64535,incontri,214302,96
64536,sdss,214296,96
64537,dewine,214295,92
64538,oxalate,214293,96
64539,polonia,214288,96
64540,evinced,214282,100
64541,jabs,214268,96
64542,aristo,214252,96
64543,alittle,214252,96
64544,ifex,214246,96
64545,vostok,214246,96
64546,shapewear,214244,96
64547,photogenic,214241,84
64548,nonferrous,214236,84
64549,miramichi,214233,96
64550,egham,214230,96
64551,riemannian,214219,84
64552,apta,214206,96
64553,uneasiness,214205,96
64554,voegeln,214199,96
64555,confusingly,214199,86
64556,afresh,214196,86
64557,sexgirls,214194,96
64558,gondor,214193,96
64559,pnas,214188,96
64560,colinas,214185,96
64561,clia,214177,96
64562,hubei,214175,96
64563,visum,214143,96
64564,sok,214117,96
64565,mexicano,214108,96
64566,mawson,214107,96
64567,freesia,214102,96
64568,limegreen,214087,96
64569,lfo,214086,96
64570,dockside,214084,96
64571,bgg,214077,96
64572,bourget,214061,96
64573,innfeed,214055,92
64574,mccurdy,214052,96
64575,taal,214048,84
64576,condensers,214037,92
64577,muskie,214035,100
64578,rosser,214022,96
64579,manzanita,214020,96
64580,bunks,214019,96
64581,royall,214016,96
64582,klassen,214001,96
64583,maisel,213997,96
64584,sabc,213969,96
64585,ducked,213968,100
64586,thalamus,213967,96
64587,jacobowitz,213963,96
64588,bilal,213958,96
64589,situate,213957,96
64590,homerun,213955,96
64591,dmem,213955,96
64592,booz,213953,96
64593,stra,213947,96
64594,topicmoved,213941,96
64595,steppers,213940,92
64596,vaccinia,213936,96
64597,masterton,213935,96
64598,sowie,213934,96
64599,feria,213934,96
64600,escapade,213929,96
64601,schweden,213927,96
64602,thieme,213926,96
64603,loomed,213920,96
64604,xtras,213886,96
64605,neto,213881,96
64606,egbert,213874,96
64607,spaceships,213871,100
64608,throttling,213867,100
64609,hungarians,213863,96
64610,madrigal,213862,96
64611,gimignano,213862,96
64612,oink,213859,100
64613,clamor,213856,96
64614,devises,213856,92
64615,maildir,213846,92
64616,biomedicine,213841,100
64617,mfd,213839,96
64618,abdallah,213837,96
64619,yoakam,213798,96
64620,openforum,213792,96
64621,speedster,213790,96
64622,peake,213779,92
64623,kuleuven,213776,96
64624,proboards,213775,96
64625,hond,213767,96
64626,ditched,213758,100
64627,homicidal,213748,96
64628,coloma,213745,96
64629,rolo,213735,96
64630,mesenteric,213733,96
64631,evapotranspiration,213729,92
64632,nava,213721,92
64633,signpost,213715,100
64634,romantikdicke,213714,96
64635,saturate,213708,96
64636,dyne,213698,96
64637,ferienwohnung,213696,96
64638,akzo,213695,96
64639,trenching,213695,100
64640,unsecure,213692,96
64641,betreff,213680,96
64642,mcintire,213679,96
64643,battaglia,213664,96
64644,fedra,213662,96
64645,pews,213661,96
64646,ksl,213656,96
64647,reducers,213655,92
64648,eastport,213643,100
64649,workhouse,213637,96
64650,overstreet,213600,101
64651,hsb,213594,96
64652,jacuzzis,213589,96
64653,sensitively,213587,86
64654,euskara,213580,96
64655,reseda,213573,96
64656,startac,213571,96
64657,orchestre,213567,96
64658,peeve,213565,96
64659,muh,213559,96
64660,phds,213559,96
64661,stratovarius,213542,96
64662,adderley,213538,96
64663,keitai,213530,96
64664,wfs,213530,96
64665,deterring,213495,100
64666,ume,213480,96
64667,polyhedron,213473,96
64668,lnsl,213470,96
64669,aficio,213469,96
64670,merrimac,213469,96
64671,conestoga,213468,96
64672,billmon,213467,96
64673,discharger,213461,96
64674,polipundit,213457,96
64675,myung,213455,96
64676,hideki,213444,96
64677,gutsy,213442,96
64678,compe,213440,96
64679,vipps,213423,96
64680,beefheart,213418,96
64681,handbuch,213417,84
64682,glucocorticoids,213401,92
64683,trillions,213399,96
64684,gnutls,213395,96
64685,wojciechowski,213394,96
64686,northam,213374,96
64687,mccurry,213372,96
64688,eneral,213367,84
64689,unorganized,213366,84
64690,discriminates,213345,92
64691,camrose,213343,100
64692,masterfile,213341,92
64693,digable,213338,84
64694,uklug,213333,92
64695,weiler,213324,96
64696,preinstalled,213319,100
64697,ipool,213316,96
64698,capezio,213312,96
64699,ulu,213306,96
64700,whalers,213303,92
64701,bpx,213302,96
64702,predeceased,213299,100
64703,edirc,213291,96
64704,wrester,213287,96
64705,smuggle,213287,96
64706,clude,213276,96
64707,cabral,213265,96
64708,grigio,213231,96
64709,chatfield,213228,92
64710,munn,213227,96
64711,esco,213224,96
64712,laboring,213211,100
64713,anadromous,213209,84
64714,connec,213206,96
64715,nooks,213196,96
64716,oswestry,213177,96
64717,centralize,213177,96
64718,accrues,213173,100
64719,roadmaps,213165,100
64720,profibus,213159,96
64721,wud,213148,96
64722,autocratic,213131,96
64723,cfos,213127,96
64724,lkml,213124,96
64725,sodexho,213120,96
64726,gallet,213118,96
64727,teenaged,213108,100
64728,ruthie,213104,96
64729,hiccup,213100,96
64730,selah,213092,96
64731,wegner,213088,96
64732,epia,213087,96
64733,titania,213072,96
64734,tabriz,213069,96
64735,brasov,213060,96
64736,pulsatile,213040,96
64737,shanxi,213034,96
64738,flavin,213031,96
64739,leadville,213019,96
64740,interfaced,213012,100
64741,wft,213009,96
64742,aynsley,212998,96
64743,concepcion,212993,96
64744,overheat,212986,100
64745,plasmon,212982,96
64746,pascual,212981,96
64747,ellwood,212965,96
64748,alterskontrolle,212963,96
64749,broder,212950,96
64750,dotmp,212948,96
64751,marchi,212943,96
64752,speakup,212942,96
64753,optometric,212939,96
64754,blaq,212934,100
64755,nickles,212926,96
64756,shyly,212923,96
64757,simulcast,212919,96
64758,counterclaim,212902,96
64759,pardo,212896,96
64760,stewed,212889,100
64761,hydrates,212887,96
64762,hasselbeck,212882,96
64763,wurlitzer,212879,96
64764,topoisomerase,212873,96
64765,fingernail,212867,96
64766,sofware,212863,96
64767,musto,212841,96
64768,barc,212840,96
64769,mht,212840,96
64770,americano,212836,96
64771,ioannis,212832,96
64772,fli,212828,96
64773,restaurante,212826,96
64774,ultrafast,212825,96
64775,scone,212823,96
64776,buzzcocks,212819,96
64777,audley,212816,96
64778,jessy,212809,92
64779,beggs,212808,92
64780,disguises,212802,100
64781,angstroms,212797,92
64782,stowed,212772,100
64783,unmanageable,212766,84
64784,horizpos,212760,96
64785,eep,212748,96
64786,buscadores,212742,92
64787,pidgin,212738,96
64788,denunciation,212732,92
64789,rachmaninov,212726,96
64790,squeal,212718,96
64791,iredell,212715,96
64792,milena,212711,96
64793,triplett,212710,96
64794,brae,212709,96
64795,ducking,212688,100
64796,freire,212684,96
64797,throb,212681,96
64798,datel,212679,96
64799,folksonomy,212674,96
64800,scorch,212670,96
64801,salaire,212668,92
64802,chavs,212664,92
64803,roadkill,212657,92
64804,compre,212654,92
64805,mbd,212654,100
64806,goodbyes,212647,92
64807,perusing,212646,100
64808,gcses,212646,100
64809,ull,212635,96
64810,jarman,212619,96
64811,farid,212618,96
64812,clvertalt,212609,96
64813,arion,212606,96
64814,ariba,212605,96
64815,duels,212602,96
64816,pph,212602,96
64817,villainous,212598,84
64818,libxslt,212594,96
64819,reexamination,212583,92
64820,mesozoic,212563,84
64821,sanitizing,212560,100
64822,masc,212558,96
64823,caius,212557,96
64824,cellist,212556,96
64825,lukes,212555,100
64826,pythagorean,212552,96
64827,gaspari,212548,96
64828,anarcho,212536,96
64829,elderberry,212534,96
64830,paramilitaries,212526,96
64831,monteiro,212505,96
64832,kil,212499,96
64833,verein,212497,96
64834,anglicans,212488,96
64835,tupper,212480,96
64836,terrazzo,212479,100
64837,traineeship,212477,92
64838,steadfastly,212463,86
64839,soundcraft,212461,100
64840,heshes,212459,92
64841,interferences,212453,92
64842,bookbinding,212443,100
64843,vashon,212433,96
64844,iwata,212432,96
64845,arche,212430,96
64846,rusting,212427,100
64847,slicker,212417,96
64848,brazillian,212417,84
64849,abstention,212414,92
64850,cabarrus,212408,96
64851,foren,212394,96
64852,conservationist,212391,96
64853,bandwidths,212381,96
64854,bolling,212381,96
64855,gns,212376,96
64856,diningguide,212376,96
64857,reconvened,212357,100
64858,radiates,212336,96
64859,disjunction,212335,92
64860,subfolders,212332,92
64861,bancshares,212323,100
64862,lifesaver,212321,96
64863,kenan,212320,96
64864,genealogies,212317,100
64865,hemmer,212312,96
64866,ruthlessly,212311,86
64867,internalization,212303,92
64868,cyd,212302,92
64869,whitford,212298,92
64870,westons,212295,92
64871,torna,212293,96
64872,chamblee,212288,96
64873,lovelock,212287,96
64874,falsify,212277,96
64875,ratifying,212268,100
64876,homestar,212261,96
64877,petmeds,212255,100
64878,kalam,212253,96
64879,swagger,212253,96
64880,preservice,212245,96
64881,rcb,212239,96
64882,flicked,212233,100
64883,mmg,212227,96
64884,windjammer,212221,96
64885,voltmeter,212204,96
64886,andrus,212191,96
64887,emigrate,212189,96
64888,houseplants,212186,96
64889,alleluia,212185,96
64890,homeobox,212184,96
64891,farmworkers,212181,92
64892,wfmu,212178,96
64893,arbour,212170,96
64894,ksi,212164,96
64895,meetic,212163,96
64896,qpr,212156,96
64897,tvb,212149,92
64898,technolog,212149,96
64899,blyton,212147,96
64900,syntactically,212126,86
64901,accomplices,212124,100
64902,marihuana,212122,96
64903,simonson,212121,96
64904,hadrons,212119,96
64905,backtrace,212107,96
64906,hellcat,212107,96
64907,harriett,212102,96
64908,shims,212093,100
64909,ervice,212089,96
64910,glasser,212083,96
64911,leisurewear,212081,96
64912,fect,212079,96
64913,jumeirah,212074,96
64914,cheetahs,212073,96
64915,yitzhak,212066,92
64916,coalport,212065,96
64917,sbb,212063,96
64918,structs,212056,96
64919,tially,212056,86
64920,bata,212056,96
64921,esrd,212052,96
64922,goldin,212050,96
64923,doaj,212034,96
64924,aroostook,212021,96
64925,marketability,212019,96
64926,deadlocked,212012,100
64927,mami,212010,96
64928,takamine,212001,96
64929,nonproprietary,211997,96
64930,subtopics,211959,92
64931,meacham,211956,96
64932,emba,211955,96
64933,pearse,211953,96
64934,westfall,211930,96
64935,monocyte,211905,96
64936,mandrel,211893,96
64937,movieweb,211890,96
64938,estevan,211887,96
64939,adema,211886,96
64940,colwyn,211882,96
64941,roark,211879,96
64942,solidification,211877,92
64943,espnews,211875,92
64944,valine,211868,92
64945,rednecks,211867,92
64946,applecare,211852,96
64947,kwbc,211849,96
64948,ohl,211844,96
64949,biogeochemical,211842,84
64950,scopata,211832,96
64951,cloutier,211828,92
64952,ourmedia,211824,85
64953,brenham,211823,96
64954,bte,211812,96
64955,intc,211810,96
64956,bookworminusall,211804,92
64957,actinic,211801,84
64958,orff,211799,96
64959,msy,211789,96
64960,recompiled,211784,84
64961,promethazine,211775,96
64962,becasue,211771,96
64963,sii,211770,96
64964,bamford,211770,96
64965,conshohocken,211758,96
64966,gebraucht,211751,96
64967,manipulators,211748,96
64968,erotismo,211748,96
64969,vollmer,211748,96
64970,tellin,211737,96
64971,toothless,211732,96
64972,bucuresti,211732,96
64973,kau,211732,96
64974,rabbinical,211706,96
64975,spellcheck,211705,96
64976,prentiss,211701,96
64977,kentwood,211695,96
64978,offload,211692,92
64979,frankincense,211686,92
64980,creosote,211676,92
64981,cloakroom,211669,92
64982,commendations,211650,92
64983,comprehended,211650,100
64984,textural,211623,84
64985,fuckingmachines,211618,92
64986,sohc,211610,100
64987,atos,211607,92
64988,ponchos,211606,92
64989,tagungsdicke,211595,96
64990,detours,211591,92
64991,nanyang,211583,96
64992,pingback,211582,96
64993,aboutus,211581,96
64994,nannofossils,211569,96
64995,darkhaired,211569,100
64996,peps,211568,96
64997,brightside,211568,96
64998,bravest,211567,84
64999,paigow,211565,92
65000,mainweb,211564,96
65001,blakes,211560,92
65002,mumbo,211558,96
65003,crevice,211555,96
65004,pageprint,211549,96
65005,firstsearch,211543,96
65006,availibility,211540,92
65007,poindexter,211536,96
65008,waitlist,211525,96
65009,rundgren,211524,96
65010,miler,211521,96
65011,stapp,211519,96
65012,rlg,211519,92
65013,pok,211510,96
65014,gunpoint,211510,96
65015,boudreau,211509,96
65016,papel,211503,92
65017,dimers,211479,100
65018,airnav,211479,92
65019,facog,211472,96
65020,biogenic,211468,92
65021,skeins,211467,92
65022,hauer,211467,96
65023,grownups,211461,92
65024,cuming,211454,100
65025,telltale,211450,84
65026,moskva,211447,96
65027,evict,211444,96
65028,nfi,211443,96
65029,noriega,211421,96
65030,semple,211412,96
65031,santi,211407,96
65032,fputs,211404,92
65033,typewritten,211403,100
65034,fdny,211402,84
65035,negev,211401,92
65036,incredimail,211397,96
65037,progenitors,211395,92
65038,vittadini,211372,92
65039,mconstant,211370,84
65040,vitoria,211370,96
65041,cruiseshipcenters,211352,96
65042,wolfman,211342,96
65043,crips,211337,100
65044,naprosyn,211334,96
65045,gehry,211331,96
65046,hlt,211329,96
65047,hummus,211329,96
65048,foxtail,211327,96
65049,firedoglake,211315,96
65050,hayabusa,211309,96
65051,azteca,211302,96
65052,palco,211296,96
65053,forges,211287,100
65054,whalley,211275,96
65055,jots,211274,96
65056,parkdale,211272,96
65057,airtel,211268,96
65058,propet,211263,96
65059,cazzo,211263,96
65060,abonnement,211249,96
65061,beachwear,211248,96
65062,fredric,211244,96
65063,loosed,211237,100
65064,steppenwolf,211234,96
65065,madcap,211231,96
65066,colonisation,211228,96
65067,neigh,211226,96
65068,evie,211226,96
65069,erstellen,211204,96
65070,theologyweb,211197,96
65071,nigam,211187,96
65072,cota,211185,96
65073,casimir,211178,96
65074,hypoxic,211163,96
65075,persecute,211158,96
65076,roxie,211155,96
65077,luni,211155,96
65078,stel,211147,96
65079,jaffna,211142,96
65080,pires,211132,100
65081,couturier,211125,84
65082,taux,211123,96
65083,usvi,211100,96
65084,citta,211092,96
65085,vishal,211086,96
65086,edguy,211082,96
65087,redington,211081,96
65088,unsub,211076,96
65089,impersonator,211073,92
65090,negara,211069,96
65091,umb,211069,84
65092,dedicates,211063,100
65093,unworkable,211056,84
65094,innerdetector,211047,92
65095,movil,211045,92
65096,crabby,211045,96
65097,voracious,211043,84
65098,mazowieckie,211042,96
65099,sali,211032,96
65100,carnahan,211032,96
65101,kenworth,211028,96
65102,hvr,211026,96
65103,ekklesia,211023,96
65104,shoreditch,211017,96
65105,foret,211017,96
65106,becton,211005,96
65107,byd,211001,96
65108,cliffhanger,210994,96
65109,elica,210994,96
65110,burlap,210986,100
65111,phagocytosis,210973,96
65112,hsl,210972,86
65113,rescuer,210967,84
65114,miscarriages,210965,92
65115,krk,210963,96
65116,massacred,210962,100
65117,brookwood,210959,96
65118,kidzone,210959,96
65119,fcb,210953,96
65120,bookplate,210950,96
65121,montville,210947,96
65122,asynchronously,210942,86
65123,cctld,210938,96
65124,propyl,210932,96
65125,sequelae,210928,96
65126,aqualung,210924,96
65127,skinhead,210919,96
65128,excrement,210915,92
65129,amyotrophic,210912,84
65130,signification,210911,92
65131,gws,210906,96
65132,quarrels,210904,92
65133,buckethead,210897,100
65134,nline,210897,92
65135,remoteness,210896,92
65136,togetherness,210894,92
65137,coshocton,210890,96
65138,lml,210888,96
65139,spinelli,210880,96
65140,libtiff,210870,96
65141,sanctus,210839,92
65142,dollhouses,210836,100
65143,bris,210833,96
65144,advani,210819,92
65145,privacidad,210818,96
65146,hematoma,210817,96
65147,selig,210816,96
65148,dition,210812,96
65149,willcox,210810,96
65150,sisu,210785,96
65151,yamagata,210784,96
65152,netratings,210784,96
65153,searo,210768,96
65154,dominus,210768,96
65155,botticelli,210765,96
65156,iin,210761,96
65157,provi,210758,96
65158,barcoding,210757,100
65159,luteinizing,210747,96
65160,berwickshire,210744,96
65161,uce,210742,92
65162,pornostars,210738,92
65163,roden,210728,100
65164,dihedral,210728,84
65165,evidencing,210725,100
65166,equips,210716,92
65167,gots,210709,92
65168,balmy,210700,96
65169,hele,210694,96
65170,splinters,210685,96
65171,kleiner,210684,96
65172,matsuda,210683,96
65173,podiatrist,210680,96
65174,gymnasiums,210673,92
65175,internationalized,210669,100
65176,resonators,210665,92
65177,yanni,210660,96
65178,epithet,210659,96
65179,senescence,210652,92
65180,builtins,210652,100
65181,multiformat,210648,84
65182,blonds,210635,92
65183,pdga,210629,84
65184,paraprofessionals,210624,92
65185,ratt,210621,100
65186,unimpressed,210618,84
65187,ravenous,210611,84
65188,navassa,210611,96
65189,contravene,210604,96
65190,xsara,210604,96
65191,mandolins,210598,100
65192,we,210595,95
65193,ve,210589,100
65194,nizoral,210584,84
65195,subpopulations,210578,92
65196,overplay,210578,100
65197,naot,210575,96
65198,odu,210566,96
65199,elution,210562,92
65200,wreckers,210561,100
65201,mongols,210559,96
65202,camphor,210543,96
65203,savagery,210542,92
65204,ober,210531,96
65205,navigated,210526,100
65206,sck,210526,96
65207,dieppe,210510,84
65208,taba,210508,96
65209,mies,210507,92
65210,protectionist,210504,96
65211,seancody,210504,96
65212,deauville,210478,96
65213,pretensions,210441,96
65214,thunders,210440,92
65215,munger,210440,96
65216,izod,210433,96
65217,netnewswire,210431,96
65218,clindamycin,210427,96
65219,beecham,210420,96
65220,okayama,210419,85
65221,nikhil,210416,96
65222,wbe,210415,96
65223,pathan,210413,96
65224,tyrell,210412,96
65225,myoecd,210409,96
65226,councilors,210406,92
65227,ruddock,210405,96
65228,prins,210404,92
65229,messsage,210397,100
65230,diogenes,210392,92
65231,koto,210380,86
65232,remodelling,210380,100
65233,worcs,210377,96
65234,harr,210377,96
65235,bibby,210373,96
65236,kiri,210357,96
65237,ursa,210346,84
65238,pern,210342,84
65239,stopinclude,210341,92
65240,iws,210328,96
65241,dozier,210318,96
65242,comings,210309,100
65243,prokaryotic,210307,84
65244,brix,210305,96
65245,badu,210303,96
65246,sepulveda,210302,96
65247,sfg,210302,96
65248,pombo,210300,96
65249,danke,210292,100
65250,windproof,210286,96
65251,timekeeper,210281,85
65252,killin,210263,96
65253,godspeed,210257,96
65254,resturant,210255,84
65255,multiprotocol,210245,96
65256,whitsundays,210245,92
65257,heide,210236,96
65258,enforcers,210228,96
65259,freezeout,210225,96
65260,congleton,210223,96
65261,crinkle,210215,96
65262,inversions,210210,96
65263,causey,210204,96
65264,farthing,210201,100
65265,eltax,210186,92
65266,edibles,210184,92
65267,crevices,210172,92
65268,wringing,210169,100
65269,superpowers,210167,92
65270,cambs,210153,96
65271,kamala,210147,96
65272,brockway,210142,96
65273,ardennes,210142,100
65274,naturism,210124,96
65275,omniorb,210116,96
65276,understory,210114,96
65277,loni,210114,96
65278,collegian,210107,96
65279,pestpatrol,210107,96
65280,albertville,210104,96
65281,tearful,210101,84
65282,evangelization,210098,92
65283,betwixt,210092,92
65284,molesting,210088,92
65285,florent,210087,100
65286,unmistakably,210079,86
65287,postsynaptic,210068,84
65288,bengt,210063,96
65289,purpura,210057,96
65290,hollaback,210051,96
65291,subpoenaed,210045,96
65292,pharoah,210036,100
65293,interleaving,210033,84
65294,actuals,210028,92
65295,psychotherapists,210028,92
65296,unu,210024,96
65297,ruminant,210014,92
65298,ingenta,210010,96
65299,heterologous,210009,84
65300,massed,210000,96
65301,toots,209989,92
65302,simpy,209988,92
65303,chisinau,209986,96
65304,dyspnea,209976,96
65305,bestbbs,209971,92
65306,salicylic,209965,96
65307,plucking,209959,96
65308,rommel,209956,96
65309,gleneagles,209949,96
65310,iof,209946,96
65311,cleartext,209945,96
65312,zesty,209939,96
65313,ramapo,209938,96
65314,sults,209933,96
65315,rickshaw,209930,96
65316,lambretta,209924,96
65317,formalization,209923,96
65318,interpolate,209916,96
65319,shires,209916,100
65320,mantels,209916,92
65321,createbefore,209908,96
65322,besson,209903,96
65323,subdirs,209887,96
65324,slavonic,209870,96
65325,ragin,209869,96
65326,linthicum,209867,100
65327,stomper,209862,92
65328,naphthalene,209860,96
65329,notepads,209857,96
65330,silencers,209854,92
65331,reprimanded,209854,100
65332,rebelled,209845,100
65333,opws,209843,96
65334,thunderous,209842,96
65335,ffc,209838,96
65336,lautenberg,209835,96
65337,fabulously,209824,86
65338,porche,209824,96
65339,rolle,209824,96
65340,miniempire,209823,96
65341,overblown,209814,96
65342,vasopressin,209814,96
65343,hagerty,209810,96
65344,encloses,209806,96
65345,sorties,209799,96
65346,bridgeman,209792,96
65347,bynes,209791,96
65348,claymore,209781,96
65349,cantatas,209769,92
65350,prioritised,209757,100
65351,carville,209734,96
65352,lafarge,209716,96
65353,hyphenation,209715,96
65354,revives,209712,100
65355,alexisonfire,209707,96
65356,toleration,209707,92
65357,suitors,209706,92
65358,blacksmithing,209702,100
65359,amadoras,209698,92
65360,forking,209687,100
65361,wiggly,209682,86
65362,plop,209669,84
65363,genocidal,209659,84
65364,minutiae,209656,100
65365,dissipative,209649,84
65366,calcification,209636,92
65367,caseworker,209620,92
65368,tittel,209615,96
65369,deviated,209613,100
65370,intravascular,209607,84
65371,cybernetic,209602,96
65372,kult,209601,96
65373,exerciser,209594,96
65374,prescriptionneed,209594,92
65375,sleight,209590,92
65376,burman,209581,96
65377,bening,209576,96
65378,paratransit,209574,96
65379,spectrograph,209571,96
65380,googel,209567,96
65381,lickin,209564,96
65382,sabo,209553,96
65383,rydges,209552,92
65384,velveteen,209552,96
65385,gansu,209548,96
65386,benner,209548,96
65387,kft,209547,96
65388,wonderbra,209546,96
65389,dagmar,209539,96
65390,autoloads,209536,96
65391,solitons,209527,96
65392,murry,209521,96
65393,fortin,209517,96
65394,drogheda,209514,96
65395,credito,209511,100
65396,nonpayment,209507,96
65397,tricot,209503,96
65398,shutoff,209489,96
65399,glw,209480,96
65400,tph,209474,96
65401,orthop,209472,96
65402,headlined,209466,100
65403,balt,209463,96
65404,electr,209448,96
65405,sourcesafe,209447,84
65406,pittsboro,209446,96
65407,thrustmaster,209438,92
65408,phenterminecan,209434,92
65409,skirted,209426,100
65410,fitzsimons,209425,96
65411,kirkman,209411,96
65412,coachman,209408,96
65413,bigots,209395,96
65414,meccano,209388,96
65415,daybook,209379,100
65416,snowballs,209371,92
65417,elucidated,209369,100
65418,bhatt,209368,96
65419,reappeared,209367,100
65420,comprehending,209362,100
65421,reckons,209358,92
65422,hornchurch,209357,92
65423,pillwant,209353,92
65424,modchip,209343,96
65425,inexhaustible,209342,84
65426,escanaba,209329,96
65427,manipulates,209326,92
65428,kegan,209324,96
65429,vermeulen,209323,96
65430,hootie,209320,96
65431,lucero,209315,96
65432,puzzler,209299,96
65433,ucar,209292,96
65434,supersearch,209288,96
65435,caravaggio,209276,96
65436,polskie,209273,96
65437,canny,209270,96
65438,fainted,209268,100
65439,fron,209265,96
65440,lucha,209259,96
65441,mwst,209258,96
65442,onlineenter,209257,96
65443,simrad,209248,96
65444,segura,209247,96
65445,westhampton,209246,96
65446,roatan,209243,96
65447,pianoforte,209236,96
65448,reuptake,209229,96
65449,stadler,209222,96
65450,documentos,209206,96
65451,faversham,209205,96
65452,carlsberg,209196,96
65453,eufaula,209189,96
65454,concho,209181,96
65455,rifts,209177,96
65456,rosalyn,209171,96
65457,jarrell,209170,96
65458,cgiar,209169,96
65459,asheboro,209168,96
65460,beaty,209159,96
65461,dhr,209150,96
65462,fleshed,209150,84
65463,tracksuits,209137,96
65464,dports,209136,100
65465,urbanisation,209122,92
65466,haywards,209107,92
65467,winking,209096,100
65468,mastodon,209090,96
65469,clarinets,209087,100
65470,telephonic,209079,96
65471,isight,209064,96
65472,wallaby,209059,96
65473,racecourses,209058,96
65474,exemplars,209053,100
65475,straights,209051,92
65476,eiger,209045,96
65477,phenterminefind,209042,96
65478,bassas,209041,96
65479,thimerosal,209040,96
65480,lein,209037,96
65481,firmament,209026,96
65482,nchs,209025,96
65483,mito,209020,96
65484,matagorda,209014,96
65485,ferraro,209000,96
65486,dgps,208998,96
65487,vroom,208994,96
65488,melly,208994,86
65489,sakar,208990,96
65490,zawodny,208987,96
65491,ribonuclease,208985,92
65492,taiga,208985,96
65493,cerulean,208976,96
65494,instaoffice,208968,96
65495,mtns,208952,96
65496,mylo,208947,96
65497,hovers,208941,96
65498,brasileiras,208941,96
65499,rieger,208935,96
65500,bilberry,208935,96
65501,photoess,208930,96
65502,ourinfo,208927,96
65503,byelorussian,208913,96
65504,phenterminereal,208901,96
65505,vpts,208888,96
65506,qinghai,208887,96
65507,grossed,208887,100
65508,interrelationship,208886,96
65509,pdftex,208886,96
65510,sinensis,208886,96
65511,cottons,208872,96
65512,thoroughness,208868,92
65513,duesseldorf,208866,96
65514,nig,208864,96
65515,pagee,208859,96
65516,articulates,208854,100
65517,confessor,208854,96
65518,merion,208840,92
65519,wellnessdicke,208839,96
65520,gooseberry,208839,96
65521,baguio,208837,96
65522,hawn,208832,96
65523,phenterminethis,208831,92
65524,aimlessly,208830,86
65525,oppor,208815,84
65526,codlocation,208813,92
65527,ligature,208807,92
65528,endometrium,208801,92
65529,sagittal,208795,96
65530,angelos,208794,84
65531,touchpoint,208789,100
65532,mld,208784,96
65533,pronouncing,208782,100
65534,cardozo,208779,92
65535,ramdisk,208778,92
65536,mulled,208772,100
65537,bpc,208769,96
65538,agassiz,208763,96
65539,dazzled,208759,100
65540,inborn,208759,96
65541,manera,208752,96
65542,spellman,208752,96
65543,mercantila,208750,96
65544,ripa,208739,96
65545,effectsreal,208737,96
65546,rohr,208734,96
65547,ould,208732,100
65548,consuls,208732,92
65549,actividades,208728,92
65550,weeklong,208722,96
65551,ableton,208716,96
65552,zhuang,208714,96
65553,faulting,208713,100
65554,reblog,208692,96
65555,eure,208675,96
65556,relat,208667,96
65557,hma,208663,101
65558,doria,208659,96
65559,thrusters,208655,100
65560,mcbain,208654,92
65561,rosenheim,208654,96
65562,bellwood,208654,96
65563,newness,208651,92
65564,ascetic,208650,96
65565,sportdicke,208648,96
65566,carlito,208640,96
65567,bearable,208631,84
65568,attesting,208625,100
65569,uninspired,208618,84
65570,blackfriars,208604,96
65571,khalifa,208600,96
65572,rexnl,208599,96
65573,polarised,208595,100
65574,pillscatalog,208588,92
65575,russet,208581,96
65576,shizuoka,208579,96
65577,rumen,208578,96
65578,pesach,208560,96
65579,specie,208557,96
65580,bibsource,208550,96
65581,maxdata,208549,96
65582,defi,208542,96
65583,deoxy,208536,96
65584,arx,208534,96
65585,mechs,208525,96
65586,frostburg,208515,96
65587,reminiscing,208515,100
65588,flinn,208513,96
65589,sipc,208512,96
65590,cific,208510,96
65591,eligibles,208508,96
65592,mertens,208505,96
65593,shmuel,208503,96
65594,autofs,208497,96
65595,gilder,208497,96
65596,finanza,208483,96
65597,hiltons,208477,96
65598,lavin,208473,96
65599,krill,208467,96
65600,hothouse,208462,96
65601,hifibitz,208434,96
65602,sensenbrenner,208431,96
65603,milkweed,208428,96
65604,incas,208420,96
65605,patella,208404,96
65606,terps,208399,96
65607,chingy,208398,96
65608,skein,208390,96
65609,bizar,208387,96
65610,tans,208387,92
65611,reflow,208386,100
65612,purpurea,208364,96
65613,vmas,208363,96
65614,morphs,208346,96
65615,slicers,208336,96
65616,virginie,208331,96
65617,nonhuman,208324,96
65618,cronkite,208322,96
65619,eyewitnesses,208320,100
65620,barden,208319,96
65621,pledgebank,208315,96
65622,spanky,208314,96
