,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
safe,-0.06644906,-0.05870818,-0.04386692,0.01121152,0.045997664,-0.020362642,-0.01919172,0.053588804,-0.060780235,0.029157305,0.007607301,0.041281655,0.04638666,-0.02236511,-0.069703646,-0.020466466,-0.045922745,-0.060472738,-0.015102991,0.0008625786,-0.04026819,-0.033872053,0.0073575536,-0.03768229,-0.05659828,0.0020502396,0.024213605,-0.014124465,0.0053459457,0.016256262,-0.01050036,0.042215716,-0.061873112,-0.058814067,0.00042464002,-0.0050122286,0.06141676,0.03430889,-0.0016849351,-0.007048448,0.0128652565,-0.04516825,0.052286603,0.0477639,0.05883388,-0.013094909,-0.0019640739,-0.03129283,-0.01591811,0.015272523,0.005023752,0.016988937,-0.019178571,0.0059607113,0.043658976,-0.0566351,0.05970562,-0.02247333,-0.003962243,0.023567177,0.06154488,0.0049913535,0.019863127,-0.010502832,-0.03908144,-0.059658043,0.025263632,0.012438374,0.0027551525,0.013927793,-0.014643967,0.07370024,0.070633814,-0.03039923,0.013244501,-0.0017925666,-0.05928289,-0.023630109,-0.04761289,-0.06027906,0.04143696,0.015073063,-0.0468212,-0.011291777,0.026205204,0.03441268,-0.039471567,-0.019413592,0.03520183,0.026282907,0.06402407,0.036619812,-0.03905534,-0.017530784,-0.016346697,-0.0057278657,0.008411404,0.0020890099,0.045268178,-0.019506834
wandered,0.010111856,-0.007896171,-0.012144639,0.0200218,0.027788129,0.020028427,0.008435749,0.039204516,-0.014601203,0.058677606,-0.014155809,-0.012275857,0.018522814,-0.06854541,0.0027082958,-0.0035200946,0.0005546694,-0.06905819,0.014218019,-0.0024421369,-0.050811343,-0.053359352,0.044867776,-0.010046499,-0.027496671,0.010059709,-0.00097327353,-0.029290218,-0.015520271,0.033759505,-0.038178682,0.011654474,-0.07838076,-0.041911513,0.07379683,0.050315425,0.03878439,-0.05175,0.07345208,-0.006691733,-0.01150442,-0.006399978,-0.0010604851,-0.0218737,0.03966395,0.0030622385,0.073169686,-0.052778788,0.0029567382,0.008691514,-0.05195838,0.00065645715,-0.000581658,0.06743044,0.055195622,0.017020725,0.062854424,0.009837352,-0.038778365,0.064453475,0.064643756,-0.048822965,-0.03251795,0.053745948,-0.06643914,-0.06921409,0.034325358,-0.0070029804,0.05399278,-0.06518402,-0.0148257455,0.037137073,0.04055816,-0.008138441,0.043303568,0.07079068,-0.031623974,-0.05636849,-0.04733121,-0.014160017,-0.007286381,-0.072395444,-0.06434691,0.017306756,0.06071411,0.011843664,-0.04864368,0.022769697,-0.02295703,-0.009978164,0.015461709,0.042141557,0.013702699,-0.072275534,0.006820999,-0.0033790746,0.03278749,0.045149155,0.0070445314,-0.036786385
excellent,0.04330756,0.013274788,-0.024774387,0.014306433,-0.0039368235,-0.060728308,-0.055402372,-0.011359336,-0.038946472,0.015822416,-0.03715408,0.017776676,-0.0152639635,-0.025481112,0.043727137,-0.013496571,-0.022813292,-0.03687717,-0.02251555,0.027175277,-0.013094039,-0.026620068,-0.02435953,-0.035333812,0.022852218,-0.048799414,-0.009348979,0.048785735,0.025626164,-0.038096298,-0.010534436,0.00021809596,-0.06697096,0.027044877,0.0045633153,-0.032256193,0.05392895,-0.027912525,-0.005447565,-0.011829222,-0.027637955,-0.04171138,-0.047412876,0.01521311,0.041589364,0.034695424,0.035492897,0.017345687,0.023113072,0.0245436,0.046680234,-0.069653615,0.015793853,0.010597802,-0.023340162,-0.013850967,0.061259106,0.014150914,-0.06003334,0.0527616,0.02069133,-0.004530226,0.009988813,-0.029913131,-0.017323406,0.002916207,-0.010654561,-0.04048504,0.05638184,0.049099654,-0.02944964,-0.0091247745,-0.029624725,0.010448035,0.05473344,0.04340472,0.03718271,-0.029730113,-0.015866464,-0.046804,0.00046688784,-0.067032225,9.1714086e-05,-0.0061095366,-0.02649212,0.024661426,0.0127206,0.020000007,-0.015210319,0.05388815,0.049629837,0.035730086,-0.02618629,0.012860174,0.009071425,0.011883997,0.038604204,-0.016695894,0.049927633,-0.030547518
smallest,-0.051275216,0.016644163,-0.026051387,0.06054659,0.03158973,-0.04765503,0.018219061,-0.0024925151,0.019626081,0.024525393,-0.038476653,-0.002729712,-0.06234988,-0.0208633,0.0075297006,-0.032189913,-0.041033007,-0.03747616,-0.03783664,-0.023478746,-0.04235753,0.023657644,-0.038805217,-0.02494313,-0.028227221,-0.0437158,0.07277311,0.014225645,-0.0025291855,-0.024485562,-0.054352663,0.023170374,-0.019588197,-0.004520509,0.049488883,-0.03385262,0.04979364,0.05129982,0.06619989,-0.004312602,-0.051721923,0.0030208617,-0.009264619,0.03992826,-0.018574677,0.040766213,0.037113525,0.0033465347,0.004625584,-0.028823322,0.015389845,0.04143969,-0.009936436,0.05668647,-0.041293394,0.03261627,0.032853868,-0.07123549,-0.053611632,-0.030698694,-0.016616074,-0.045228448,-0.05827379,0.011256998,-0.065705396,-0.031836808,3.2796524e-05,0.005464795,0.03789945,0.018506387,0.0011182986,0.07285996,-0.009020946,0.022239603,-0.017821657,0.06774191,0.0013675904,0.021559864,-0.011198942,-0.06409254,-0.05236057,-0.0030970904,-0.06352686,0.0027593258,0.060253937,-0.008875483,-0.033709563,0.024897782,0.0027209714,0.0013638302,0.049926393,0.010810676,0.0017018707,0.04202769,-0.057188727,0.030573053,-0.0046801916,-0.027172813,-0.004560805,0.03583215
bark,-0.0039255144,0.021170903,-0.07313681,-0.0069835335,-0.018866308,-0.0647427,-0.011027542,0.049523458,-0.015900604,0.063779704,-0.00923348,0.038135663,0.014574657,-0.0048256023,-0.037173174,0.020649595,-0.04702465,0.008274199,0.0019557525,-0.004836168,-0.014309525,0.019125206,0.022894775,-0.015366922,-0.046567395,0.011370352,0.04496289,0.021803752,-0.005174408,-0.027882284,-0.009535651,0.0070592077,-0.05815852,-0.061815143,-0.0013982344,-0.0030744919,0.0028968696,0.00091601536,0.037125025,0.05544103,-0.0152754,0.012907466,0.043812912,-0.0024154424,-0.0276972,0.037930723,0.063213386,-0.016060162,-0.003478827,0.0012381416,-0.029072814,-0.04303173,-0.021425946,-0.022293039,0.046780035,0.022601293,0.06416716,0.01714265,-0.018910931,-0.022005783,-0.002887467,-0.016799958,0.014926907,0.0049163913,-0.014906148,-0.06131791,0.05225984,0.048417132,0.0048881387,-0.03236022,0.004110541,0.01987041,-0.008107673,-0.015359057,0.045700878,0.022290528,-0.040629696,-0.064860635,-0.037041984,0.029683242,-0.00012574974,0.023945218,-0.044782076,-0.019691331,0.039089125,-0.027467627,-0.050958473,0.004646566,0.05005646,0.06345415,0.021975445,-0.01701546,-0.057927176,-0.011087407,0.0045728553,0.014056444,0.044229995,-0.008534389,0.007947204,-0.05210694
stretching,-0.055350035,-0.03508894,0.0121365655,-0.0076063173,0.03655548,-0.041508783,-0.056420613,0.058753558,0.0018757922,0.025647607,-0.010865874,0.030817967,0.0033721745,-0.04599241,-0.06098079,0.015223147,-0.037486546,-0.005816021,-0.044377785,-0.04590059,0.040912047,-0.038780488,-0.015474247,-0.043141015,-0.004950027,-0.014430292,-0.0018575606,-0.032773763,0.035292245,0.054282557,0.01053187,0.04435035,-0.03629463,-0.043604888,-0.007142584,0.025443882,-0.020379832,-0.043530975,0.024356328,-0.016071975,-0.06587213,-0.052399997,0.0570517,-0.003302594,-0.0009622942,-0.02976949,0.03655039,-0.0198756,0.029801875,0.007230228,-0.03298916,0.011451341,0.010324255,0.027535114,0.020704577,-0.01612357,0.01780007,-0.020691996,-0.0046148626,0.019443167,-0.0075071855,0.021222346,-0.012219316,-0.018538877,-0.043738324,-0.045931216,-0.020157348,0.06612012,0.023957305,-0.07139612,0.015505305,0.053037208,0.045950193,-0.0024959722,0.02869974,-0.026132137,-0.010566568,-0.009799559,0.025148597,-0.028487025,0.022418635,-0.06174884,0.02250542,0.027850304,0.043572437,0.021942157,0.0116565395,0.029244684,0.014568424,0.06281428,0.014526345,0.033454657,-0.030709164,-0.03543401,-0.05974628,-0.01023082,-0.024299387,0.012829916,0.03626504,-0.04882004
coaxing,-0.012173181,-0.012718654,-0.05356992,0.044342227,0.03624728,0.0068600196,0.00885119,-0.014120622,-0.0396091,0.023840291,0.021506086,-0.0060047833,0.021272644,-0.008547192,-0.055335697,-0.056560636,0.023030084,0.02100802,0.011216134,-0.035040155,0.03169448,-0.060124084,-0.013471279,0.001003366,0.026268594,-0.038256437,0.02892827,0.007655669,0.0063968687,-0.019365216,0.020670552,0.020079818,0.02799425,0.015691929,0.02289999,-0.011062281,-0.02571255,-0.028151037,0.02842338,0.06378971,-0.021138508,-0.043010708,0.06490759,0.044555675,0.049225003,0.0072192294,0.039226923,-0.044481542,-0.016250687,0.011464065,0.0070058405,0.020738086,-0.04305291,0.0016963128,-0.027327552,0.01589742,0.020453177,-0.015867569,-0.005747271,-0.027710155,-0.020443598,0.028645268,-0.0040770588,0.011040163,-0.051408056,-0.007266134,0.040752694,0.056720376,0.05706558,0.019367427,-0.0012547753,0.02555944,-0.027466225,0.006684794,0.04853097,0.03139705,-0.03358674,-0.03442311,-0.012603129,-0.0048200088,0.04918588,-0.012073106,0.02079699,-0.006369563,0.017880496,-0.032220248,-0.0052390303,-0.064860106,-0.024309201,0.017302858,0.042776126,0.04072903,0.01027513,0.003211199,0.029107276,0.04083815,0.028574351,-0.032272827,0.03852017,-0.04897036
thistle,0.03382001,0.03201706,0.015441545,-0.026116248,0.034451555,-0.046596337,0.00093966536,0.050517183,0.009360112,-0.014466748,-0.058301814,0.043270327,0.012475623,0.008841228,-0.046294007,-0.0070377337,-0.022395447,0.013792941,0.008461092,0.012413505,0.030958384,0.02992533,0.042272482,-0.011678887,0.0109078195,0.013858654,-0.015421798,0.012302234,0.013674893,0.0027346064,-0.046558704,-0.020803874,0.02802022,0.023065507,0.047592916,0.010277474,0.007518043,0.04116781,0.043033708,0.039011054,0.01890744,0.014134467,-0.0038070907,-0.037305288,0.033392906,0.007350198,0.013367214,0.0023189092,0.012484883,-0.012411656,-0.008489668,-0.023588125,0.017074868,-0.0027675456,-0.03111817,-0.019275434,-0.009435586,-0.019135052,0.0045721214,0.060633186,-0.008698261,0.0032746543,-0.000941728,0.058452222,-0.056336492,-0.039239716,-0.016785497,0.0047268327,-0.0018920836,-0.06188908,-0.03124613,0.036587104,0.041129608,0.02974186,-0.011605605,0.022703126,-0.02469078,-0.033115327,-0.014136433,-0.03529429,-0.028661724,0.012590757,0.0017899016,0.04711372,-0.020459749,0.022352023,-0.033452123,-0.020947836,-0.004658809,-0.0063371435,0.0033144183,0.0010306479,-0.0002558052,-0.059359234,-0.021749772,0.05770824,0.057164717,-0.0048722336,-0.008497931,-0.012898472
stretched,-0.048437834,0.03950477,-0.057104103,-0.008349604,-0.004188182,-0.0628365,0.0006723723,0.060681805,-0.06667082,0.036799014,-0.025689159,0.002176097,0.00081150536,-0.023547027,-0.054202326,-0.05919757,0.012455123,-0.06541538,0.0025354438,-0.021850785,-0.00961352,0.0076114456,0.057281323,-0.063722916,-0.077692814,-0.040397022,0.016369898,-0.048506416,0.07608825,0.020560987,-0.042349044,-0.0037735463,-0.031194856,-0.062436618,0.011016718,0.07377147,-0.030103814,-0.034729153,0.0140847275,0.003811935,-0.042568456,0.032329306,0.038797487,-0.021793373,0.032176502,-0.013938829,0.00787807,0.008349504,-0.0029004388,-0.010853158,-0.06360781,-0.07117206,0.012847899,0.014923355,0.0383651,0.013661966,-0.010834489,-0.0052018194,0.015278389,0.021727502,0.0064786514,-0.031972803,-0.051204134,0.009914375,-0.05488316,0.022327762,0.05939551,0.07391055,0.0013691497,-0.06296786,-0.01059315,-0.009336859,-0.009004862,0.0082728285,0.07445106,0.054090768,-0.059524544,-0.0071055777,-0.026238993,0.030333098,0.058843885,0.007677611,-0.041724622,0.026213853,0.010123054,0.027815307,-0.07342054,-0.03835827,0.013667537,0.017106568,-0.012202109,0.028647322,-0.07292486,-0.06527649,0.011348795,0.046550784,0.049180135,0.006498685,0.05976123,-0.024401803
tiptoe,0.024802638,0.033692475,-0.029441267,0.077324755,0.07816109,-0.020495968,-0.03503926,0.044904687,0.017747618,-0.014269557,0.0044678086,0.019158775,-0.020026594,-0.07857498,-0.051374324,-0.019510053,-0.0534344,-0.046544343,-0.005265144,-0.015177666,-0.039809637,0.0019935195,0.0046838713,0.008322951,-0.04491899,-0.01675013,-0.009880831,0.017832391,0.00934137,0.04197383,-0.00684534,0.022073705,0.023612479,-0.024643121,0.0052527944,0.010568276,0.071006574,-0.029265568,-0.01930745,0.04105196,0.021464102,-0.06913031,0.028351156,0.0052559236,-0.008839371,0.064352125,0.060659416,-0.001664255,0.049599413,-0.007368385,-0.07073989,-0.057025634,0.039827075,0.06124329,0.024977082,0.0121919755,0.042904045,-0.043050587,-0.02854979,0.06759722,0.031562947,0.013261105,-0.044481948,0.03949951,-0.066531494,0.0100171715,-0.022403082,0.06395673,0.05285624,-0.07373829,-0.010412157,0.05801201,0.04922103,0.023060178,0.060600013,0.012258444,0.019579424,-0.070542105,-0.06216591,-0.05287181,0.009786233,-0.028939022,0.009672353,0.055432785,-0.045638535,-0.016637424,-0.010676218,-0.04857824,0.026418954,-0.018237103,0.03955402,-0.012212787,-0.06526723,-0.061874244,-0.037112545,0.0030029302,-0.0013121841,0.0537725,0.00256704,-0.04123521
smoking,-0.017665029,-0.05478354,-0.025869168,0.07035231,0.04890396,-0.07150943,-0.042159367,0.004603862,-0.035476312,0.023727199,-0.021836147,0.027404888,-0.033634555,-0.0010141183,-0.00050795847,-0.059697147,-0.065761946,0.0023371365,-0.011061971,0.014371719,-0.0078071197,0.018450893,0.010661938,-0.060093302,-0.059927277,-0.052331652,0.044578157,0.014951042,-0.018402396,0.039366752,-0.040694453,0.020258436,0.004168774,-0.012757023,-0.016113717,0.07258787,0.073164195,0.045034215,0.007680292,0.020450516,-0.0095022,-0.01384294,-0.021493528,0.0016572005,0.009077514,0.028926674,-0.0040616393,-0.05605188,0.06349051,-0.0736836,0.004773748,0.03286491,0.03423509,0.014559097,0.03781198,-0.028719937,0.064374894,-0.07680435,-0.033849806,0.034776032,0.03949582,0.0011284482,-0.07000478,0.07461364,-0.05882765,-0.055502947,0.013280441,0.018819816,0.06470731,-0.00344089,0.032844085,0.069781266,-0.016892502,-0.06451894,0.03168133,-0.015824355,-0.06520524,0.014908474,0.014743178,-0.014244273,0.04300167,-0.034081075,-0.048662633,0.03804123,-0.02649017,0.03278696,-0.043027204,-0.022737054,0.033539094,-0.0053113624,0.017727755,-0.011491371,-0.006901866,-0.01611729,-0.023489602,-0.017178033,0.070612974,-0.008449242,0.02005088,-0.05562714
addressed,0.018075887,0.009503966,-0.061296742,0.0293913,0.0011189706,-0.04360656,0.010277113,-0.018830234,-0.06262628,0.03319266,-0.008907492,0.06524815,0.0159584,-0.029911103,-0.0730869,-0.002478167,-0.018390948,0.009457077,0.010564097,-0.027703784,0.005840566,0.011665879,0.07891153,-0.027744953,-0.00089984015,-0.016345149,0.025178742,-0.052178133,-0.011796528,0.0138132125,-0.008054895,0.06772634,-0.075147696,-0.07264844,0.026264414,-0.0035062581,0.04269642,0.071700364,0.043989547,0.06320596,-0.013169595,-0.013464764,0.0073844073,0.0018299902,0.014757602,-0.0075502824,0.0439618,-0.009546538,0.035739258,-0.02564186,0.009244632,0.048396874,-0.03067653,0.048170097,0.04909028,-0.045063376,0.04608813,0.013451695,-0.070711225,-0.0006732512,0.04506432,-0.023024313,0.031131882,0.060854606,-0.015617894,-0.040051226,0.015727505,0.0011430085,0.06516565,0.017562944,0.067727014,0.051468886,0.049887385,0.010037372,-0.003614871,0.023743749,0.0046871044,-0.0054112137,-0.048998486,-0.011181641,0.050321635,-0.0070982315,-0.050454147,0.043884896,-0.046902873,0.061779354,0.011275438,-0.0091276895,0.079707585,0.010842035,0.017164519,0.030742723,-0.055283077,-0.06773563,-0.02772953,0.0004003963,0.022231864,-0.011466932,0.06482531,-0.008655175
encouraging,-0.009469218,-0.006489717,-0.02229541,-0.0120090805,-0.029858343,-0.017853066,-0.055166706,0.012874138,-0.020655483,0.053862248,-0.0061510624,0.04683732,-0.04312794,0.0020806142,-0.051277798,-0.006058527,-0.05500298,-0.06593623,0.033517476,-0.0010789975,-0.041534346,-0.04380296,0.080482304,0.004030695,-0.004773094,-0.055099867,0.070591874,-0.051702052,0.001529888,0.0029730604,-0.053242005,0.07840394,-0.055766273,0.0035367354,0.07055767,-0.011553097,0.010712389,-0.00035370514,0.06793117,0.0069761644,-0.025033128,0.026859917,0.07270262,0.044086546,-0.009649491,0.007947551,0.006885076,0.027827559,-0.036830407,0.046359934,-0.015816739,0.024480483,-0.028311612,0.0029410752,0.032378644,-0.06700368,-0.0041401144,-0.027718026,-0.0076674223,-0.0022302317,0.0716919,-0.008534613,-0.023999615,0.008056695,-0.07789901,-0.032398295,0.06851116,0.079629056,0.080470026,-0.032676514,-0.0118989395,0.050490413,-0.0076238024,-0.058151267,0.056539748,-0.00082044,0.017384186,-0.0022622347,0.015189786,-0.025629668,0.060711883,-0.035299018,-0.061430704,0.035879258,0.067349456,0.046934567,0.0076561645,-0.02865179,-0.022125032,0.043601874,0.064823285,0.0064625526,-0.04682404,0.0007811764,-0.05889031,-0.014022876,0.030328844,0.04583817,0.0457192,0.011974128
contemptuously,-0.017476095,-0.051610123,0.021059599,-0.008677308,0.008048052,-0.05746943,-0.012331472,0.07508038,-0.077790946,0.04444933,-0.01915671,0.021920824,-0.002866645,-0.039772782,0.0078511,-0.0006324842,-0.0045854365,-0.07145525,0.0348944,-0.07292957,-0.06043427,0.019641826,-0.017639223,-0.051767267,0.014619043,-0.03906308,-0.015761077,-0.04386415,0.04157799,-0.016886756,-0.008510815,-0.0073072608,-0.019929763,0.004788925,0.04339405,0.074061,-0.014590159,0.010120758,0.034187082,0.070432216,-0.0008016417,-0.06991367,0.02212816,-0.015482268,-0.014564491,0.07359424,0.0035935014,-0.008965107,-0.01570568,-0.054364517,-0.06403411,-0.061131116,-0.0004447226,0.042289328,0.054220993,-0.05572243,0.066590436,-0.0048416643,-0.005668061,-0.0141928205,0.061338488,-0.011381874,0.0042563532,-0.010974438,-0.03537054,-0.03906625,0.013904767,0.013253524,0.03725881,-0.0035724225,0.007749849,0.04414017,-0.005781384,-0.0149907395,0.06486575,0.06680206,-0.024740657,-0.011400376,-0.004637477,-0.040712282,0.010461474,-0.027472422,-0.021431567,0.025344033,0.026878925,0.0030160248,-0.05763146,0.015360761,0.035618875,0.007442344,-0.013223475,6.160489e-05,-0.04595277,-0.046748538,-0.014605499,0.072996676,0.07356103,0.029143281,-0.0082055945,-0.00014908658
anger,-0.036420938,-0.00036709616,0.015949707,0.0010342475,0.055841777,-0.006299223,0.023123905,0.06821026,0.0062185563,-0.0060491543,-0.064231224,0.030154288,-0.040334664,-0.045231603,-0.008103397,-0.054447826,-0.012337421,-0.05243089,-0.0076309266,-0.06631976,-0.019065466,-0.040810805,-0.0015010871,-0.06671559,-0.027474415,-0.029613351,-0.0016661317,-0.06763982,0.06304887,-0.0170349,-0.058987387,-0.0061468575,-0.010671598,-0.04646591,0.015135954,0.021150563,0.03122437,0.0043207332,0.07307452,0.0027829655,0.02122444,-0.02474787,0.037921503,-0.056454763,0.047541775,0.015591435,0.038499206,-0.038740426,0.03917913,-0.023322826,0.0108092725,0.032364327,-0.025189836,-0.023109399,-0.007049097,0.0010774198,0.037363667,0.021767795,-0.005676193,-0.0074254484,0.06644768,-0.018996226,0.013652119,0.061655164,-0.011704447,-0.030691657,-0.022550786,0.04908457,-0.0076071545,-0.012423104,-0.03586893,0.03487411,0.019919455,-0.002899681,0.03813891,0.052393496,-0.046463467,-0.043015692,-0.051196754,0.0013209956,0.056319367,-0.055648264,-0.056306288,0.063845575,0.052671507,0.07423386,-0.06586655,0.021627456,0.07204555,0.03210611,0.058775,0.03527573,0.0064242613,-0.022807866,-0.07287935,0.053890046,0.061516047,-0.0007283236,0.042141035,0.0036863522
unfolded,0.0127288345,0.040636573,-0.03820138,0.0016000243,-0.0011335067,0.026371256,-0.012252981,0.06963429,-0.007707739,0.04592429,-0.023011578,0.057252694,-0.004728271,0.0002945827,-0.046586145,0.024277922,-0.0067224437,-0.0701319,-0.033246435,-0.020883065,-0.02346934,-0.021570344,0.041719265,-0.012285689,-0.010243988,0.0071516726,0.055539783,-0.028153807,0.0460738,0.058575,0.009567414,0.03784012,-0.03684334,-0.049109455,0.049907476,0.011857699,0.02917322,0.054232217,-0.0065293848,-0.021441251,-0.02466727,0.020091953,0.005607769,-0.050716363,0.02356667,0.074489124,-0.0057916334,-0.03514898,0.042424396,0.033196688,-0.06294572,-0.06254481,-0.03675293,0.021833856,0.056010842,-0.037773054,0.0319528,-0.041355696,-0.057564106,-0.021442143,0.077793725,-0.0014698617,-0.009796439,-0.015441276,-0.056569047,-0.017135993,0.059317064,0.025542874,0.07721461,-0.0591323,0.057927173,-0.011435873,0.07757572,-0.018674703,0.036512576,-0.014083793,-0.010489611,-0.044552565,0.015543935,-0.0035522287,0.049276985,-0.055619452,-0.041474633,0.003639098,0.00050214026,0.06295574,0.0011076357,-0.0160764,0.06911587,0.0023629765,0.0035973582,0.07007178,-0.009045804,-0.010992677,-0.02842552,0.007945338,0.02523892,0.015308524,0.048536714,-0.055494696
busy,-0.019811893,-0.023100654,-0.057704438,0.06724658,0.067289196,-0.030961972,0.010897687,-0.02573662,-0.063293,0.018760825,-0.042469855,0.017000286,0.017577963,-0.032640394,0.0060091787,-0.04442516,0.015535284,0.012414199,-0.008464876,-0.054703612,-0.05553142,0.011825046,0.058081742,0.008764202,0.014720809,-0.03370701,0.0038509849,0.009719742,0.042070985,-0.0070303855,-0.06718993,0.03330749,-0.017132938,-0.016916124,0.056129746,-0.01014251,-0.025877293,0.07210409,0.047734868,0.049263548,-0.044361237,0.017656267,-0.018952793,0.065857545,0.050727796,0.011787038,0.02453694,-0.061567567,-0.015157981,-0.050287493,-0.045504283,0.018500594,-0.012736337,0.03409862,-0.016897023,-0.061285045,0.04681281,-0.0024207642,-0.0012229229,0.021718463,0.04024381,0.023337094,0.018408913,0.06350129,-0.019586034,0.01535564,0.047961645,0.067919485,0.050841317,-0.064012654,0.027112108,0.0537253,0.0179577,-0.047335796,-0.0024896958,0.04931188,-0.071596615,-0.02063111,-0.01953965,-0.052825697,0.066074535,-0.0590928,0.02270329,-0.0066540064,0.055212334,0.032399457,0.0131871095,0.0006239542,-0.0039966498,0.0004808216,0.032525912,-0.003108969,-0.06260857,0.0012918976,-0.014848924,0.052766204,-0.009779928,0.043655057,0.019955393,-0.037566494
somersault,-0.004050826,-0.04186769,0.014718155,-0.010284751,-0.0016770682,-0.040277466,0.024157507,0.013063848,-0.0030949665,0.005005397,0.05250898,0.051469877,-0.040001325,-0.025361791,0.00928263,-0.033239774,0.007929071,0.04571351,-0.03028496,0.0021243398,0.00640493,0.02694381,-0.010352573,-0.04770585,-0.039725702,-0.04139818,0.050789684,-0.020191856,0.0027878755,0.021903913,-0.0062791435,-0.023021216,-0.03929294,0.012902301,-0.03414531,0.006651518,0.022882465,0.060046546,0.051494814,0.03978962,0.03602258,-0.021623515,0.055543255,-0.03282586,0.0036649664,-0.015698828,0.041572906,0.025478866,0.025055077,-0.034496076,-0.026211439,0.04285586,-0.04853967,0.0259469,-0.029738648,0.022507105,0.000939826,0.007414435,-0.013955208,0.017041508,0.04820401,0.021099685,-0.024518088,-0.046988446,0.026492259,-0.05405986,-0.031685814,0.031601656,0.0010145591,-0.0061236434,-0.0323087,-0.047529142,-0.014924028,-0.01694599,-0.0018451621,0.008118397,0.020468503,-0.041341998,-0.009756175,0.006233726,-0.03331986,0.016544146,-0.011792601,0.024234977,-0.040269986,0.0075592827,0.012558937,0.040715605,-0.043811202,-0.04381209,0.007347392,-0.007067779,0.0036524204,-0.0088797845,-0.008609627,-0.0020556927,0.031300426,0.030544167,-0.01039178,-0.005330761
sell,0.026828522,-0.01096823,0.023672184,0.024184085,0.06851809,-0.0071224906,-0.021701835,0.024661003,-0.051115293,0.021528583,0.0038346092,0.028157022,-0.050048158,-0.055173945,-0.003574194,-0.043973546,-0.037471153,-0.07521601,0.0015688813,-0.0064706476,0.038793385,-0.058236256,0.005855793,-0.04971685,-0.033695668,-0.05715085,-0.022599913,0.009991003,-0.013658541,0.032233957,-0.06455726,0.028134096,0.0031455131,-0.013227882,0.042908967,0.066233955,-0.0205112,-0.030654475,0.017806008,0.037841104,-0.059084322,-0.018115371,-0.012463658,-0.05315176,0.0775987,0.039176594,0.049435295,-0.036498196,-0.015454992,-0.034167048,-0.031903263,0.012228509,-0.04756101,0.0030431366,-0.013781726,-0.061704323,0.003589895,-0.07350366,-0.0009568748,0.0041278256,0.020480838,0.001849581,-0.024805745,-0.0046056127,0.0038694742,0.020125648,-0.007046842,-0.01735104,0.014808891,-0.009033585,-0.01482819,0.008257869,0.019279335,-0.017221088,-0.0022781116,0.043992084,-0.046104666,0.005128935,-0.04303813,-0.030876013,0.05202559,-0.0619636,-0.035112824,0.045217283,0.058429386,0.0014857468,-0.06370478,-0.026224751,-0.0020195753,-0.016655046,0.04796124,0.066459924,-0.037591092,-0.058094606,-0.030575354,0.030220514,0.018006194,0.043886933,-0.011007603,0.022998339
weak,-0.050340954,0.008500405,-0.03702213,-0.014738977,0.00024267868,-0.024402024,0.010957258,0.067679845,-0.024729718,0.03846295,-0.0403468,0.02511944,0.0075598485,-0.017206917,-0.03308053,-0.03733336,-0.0023962737,0.0005307023,0.031803176,0.02385881,0.0036980233,-0.05493918,0.022184577,-0.06188566,-0.038476434,-0.059615932,-0.00033699092,-0.08058836,0.048997656,0.033082776,0.014243147,0.03773864,-0.02823661,-0.043869335,0.002836476,0.02663249,0.05225871,0.04010989,-0.022721525,0.043406244,0.027273888,-0.04815275,0.05010877,-0.037468378,0.0055232695,0.005208223,-0.028848814,-0.058524072,-0.00090483855,-0.02437215,-0.049215186,0.017868776,0.008000508,-0.0031927063,0.06739528,-0.038944542,-0.0013649261,-0.05730453,-0.005436335,0.016457383,0.037285645,-0.061705016,0.031837266,0.0125862425,-0.0419143,-0.053333677,0.017437335,0.07198887,0.05570736,-0.05512073,0.056013856,0.044885017,0.047318164,0.017294921,0.04258743,0.020844586,0.0075695263,0.012451882,0.000894584,-0.053241715,-0.031111438,-0.054526802,-0.03443643,0.035925232,0.024527794,0.044538498,0.0041876263,-0.0034316129,0.024528941,0.058478955,0.013006932,0.023495734,-0.046976,-0.03564641,-0.025723021,-0.035103045,0.03164296,0.024704088,0.034999937,0.012787873
